Potential_Buyer,Target,bid,TP,Success,Round
MONTEFIORE MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",517515439.3,5,No,3
LINCOLN MEDICAL & MENTAL HEALTH CENTER,"ST FRANCIS HOSPITAL, ROSLYN",519351323.5,5,No,3
SOUTH NASSAU COMMUNITIES HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",527033261.7,5,No,3
HARLEM HOSPITAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",513986738.3,5,No,3
BRONX-LEBANON HOSPITAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,233140389.8,5,No,3
SOUTHSIDE HOSPITAL,SOUTH NASSAU COMMUNITIES HOSPITAL,235964412.8,5,No,3
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,SOUTH NASSAU COMMUNITIES HOSPITAL,252354526,5,No,3
NYU HOSPITALS CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,234152670.8,5,No,3
HOSPITAL FOR SPECIAL SURGERY,SOUTH NASSAU COMMUNITIES HOSPITAL,249075395.9,5,No,3
NEW YORK DOWNTOWN HOSPITAL,QUEENS HOSPITAL CENTER,123199578.7,5,No,3
PECONIC BAY MEDICAL CENTER,QUEENS HOSPITAL CENTER,117204041,5,No,3
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,QUEENS HOSPITAL CENTER,117624100.8,5,No,3
STATEN ISLAND UNIVERSITY HOSPITAL,QUEENS HOSPITAL CENTER,119555477,5,No,3
CONEY ISLAND HOSPITAL,QUEENS HOSPITAL CENTER,124586443.5,5,No,3
KINGS COUNTY HOSPITAL CENTER,LUTHERAN MEDICAL CENTER,518570516.6,5,No,3
LENOX HILL HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),409893646.5,5,No,3
"ST FRANCIS HOSPITAL, ROSLYN",UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),414426984.4,5,No,3
ST BARNABAS HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),449047888.4,5,No,3
JAMAICA HOSPITAL MEDICAL CENTER,NASSAU UNIVERSITY MEDICAL CENTER,318938908.8,6,No,3
SOUTHSIDE HOSPITAL,NEW YORK DOWNTOWN HOSPITAL,117814580.5,6,No,3
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NEW YORK DOWNTOWN HOSPITAL,112847346.1,6,No,3
HOSPITAL FOR SPECIAL SURGERY,NEW YORK DOWNTOWN HOSPITAL,117540461.3,6,No,3
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),NEW YORK DOWNTOWN HOSPITAL,120026425.8,6,No,3
STATEN ISLAND UNIVERSITY HOSPITAL,WINTHROP-UNIVERSITY HOSPITAL,688024683.4,6,No,3
BELLEVUE HOSPITAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1333734816,6,No,3
NYU HOSPITALS CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1232323019,6,No,3
ST BARNABAS HOSPITAL,LONG ISLAND JEWISH MEDICAL CENTER,1164199666,6,No,3
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,CONEY ISLAND HOSPITAL,429944189,6,No,3
HARLEM HOSPITAL CENTER,CONEY ISLAND HOSPITAL,435378308.7,6,No,3
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,KINGS COUNTY HOSPITAL CENTER,791613274.3,6,No,3
MERCY MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,805441458.1,6,No,3
MONTEFIORE MEDICAL CENTER,HARLEM HOSPITAL CENTER,422192470.9,6,No,3
PECONIC BAY MEDICAL CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,42141519.65,6,No,3
NORTH SHORE UNIVERSITY HOSPITAL,FOREST HILLS HOSPITAL,94884757.73,6,No,3
NEW YORK DOWNTOWN HOSPITAL,FRANKLIN HOSPITAL,67473433.02,6,No,3
LENOX HILL HOSPITAL,FRANKLIN HOSPITAL,70966903.41,6,No,3
SOUTHSIDE HOSPITAL,HUNTINGTON HOSPITAL,619209429.5,7,No,3
NEW YORK DOWNTOWN HOSPITAL,HUNTINGTON HOSPITAL,605693546,7,No,3
HOSPITAL FOR SPECIAL SURGERY,HUNTINGTON HOSPITAL,667376220.2,7,No,3
ST BARNABAS HOSPITAL,HUNTINGTON HOSPITAL,659408873.8,7,No,3
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,314748470.3,7,No,3
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NEW YORK DOWNTOWN HOSPITAL,146770967.4,7,No,3
JAMAICA HOSPITAL MEDICAL CENTER,NEW YORK-PRESBYTERIAN HOSPITAL,4559551758,7,No,3
HARLEM HOSPITAL CENTER,ELMHURST HOSPITAL CENTER,1230204981,7,No,3
MONTEFIORE MEDICAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,1895106825,7,No,3
EASTERN LONG ISLAND HOSPITAL,LONG BEACH MEDICAL CENTER,37636103.41,7,No,3
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,HOSPITAL FOR SPECIAL SURGERY,631159593.6,7,No,3
NYU HOSPITALS CENTER,ST JOSEPH HOSPITAL,170250767,7,No,3
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,ST CATHERINE OF SIENA HOSPITAL,110579967.9,7,No,3
NORTH SHORE UNIVERSITY HOSPITAL,ST CATHERINE OF SIENA HOSPITAL,110803172.2,7,No,3
PECONIC BAY MEDICAL CENTER,ST CATHERINE OF SIENA HOSPITAL,103103355.6,7,No,3
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),SOUTHSIDE HOSPITAL,192511923.6,8,No,3
PECONIC BAY MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,994830368.3,8,No,3
ST BARNABAS HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),1786847753,8,No,3
SOUTHSIDE HOSPITAL,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,308227272,8,No,3
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,320255808.5,8,No,3
UNIVERSITY HOSPITAL ( STONY BROOK ),ST BARNABAS HOSPITAL,333067354.8,8,No,3
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,BELLEVUE HOSPITAL CENTER,785522367.7,9,No,3
UNIVERSITY HOSPITAL ( STONY BROOK ),BELLEVUE HOSPITAL CENTER,793304075.3,9,No,3
JAMAICA HOSPITAL MEDICAL CENTER,MERCY MEDICAL CENTER,2412990568,9,No,3
ST BARNABAS HOSPITAL,UNIVERSITY HOSPITAL ( STONY BROOK ),1871208893,9,No,3
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,PENINSULA HOSPITAL CENTER,57553743.95,4,No,4
PENINSULA HOSPITAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",58694367.52,4,No,4
PECONIC BAY MEDICAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",64990495.97,4,No,4
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",65136841.19,4,No,4
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,HUNTINGTON HOSPITAL,205255397.3,4,No,4
MAIMONIDES MEDICAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,147781356.2,4,No,4
UNIVERSITY HOSPITAL ( STONY BROOK ),JACOBI MEDICAL CENTER,234190236.1,4,No,4
NEW YORK-PRESBYTERIAN HOSPITAL,LONG ISLAND COLLEGE HOSPITAL,130940711.6,4,No,4
GLEN COVE HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",498480789.3,4,No,4
HOSPITAL FOR SPECIAL SURGERY,"ST FRANCIS HOSPITAL, ROSLYN",500720564.1,4,No,4
NEW YORK DOWNTOWN HOSPITAL,FLUSHING HOSPITAL MEDICAL CENTER,77511830.58,4,No,4
LONG ISLAND JEWISH MEDICAL CENTER,CONEY ISLAND HOSPITAL,183402472.4,4,No,4
HUNTINGTON HOSPITAL,SOUTH NASSAU COMMUNITIES HOSPITAL,300771695.9,4,No,4
NORTH SHORE UNIVERSITY HOSPITAL,METROPOLITAN HOSPITAL CENTER,134254683.2,4,No,4
ELMHURST HOSPITAL CENTER,KINGSBROOK JEWISH MEDICAL CENTER,91434415.88,4,No,4
NORTH CENTRAL BRONX HOSPITAL,KINGSBROOK JEWISH MEDICAL CENTER,94090807.48,4,No,4
LENOX HILL HOSPITAL,BROOKDALE HOSPITAL MEDICAL CENTER,429755709.9,4,No,4
LINCOLN MEDICAL & MENTAL HEALTH CENTER,HARLEM HOSPITAL CENTER,243933192.2,4,No,4
LUTHERAN MEDICAL CENTER,HARLEM HOSPITAL CENTER,233894890.7,4,No,4
ST BARNABAS HOSPITAL,HARLEM HOSPITAL CENTER,245453963,4,No,4
NYU HOSPITALS CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,401641537.8,4,No,4
MOUNT SINAI HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),545001146.6,4,No,4
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),500740157.4,4,No,4
CONEY ISLAND HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),535285218.5,4,No,4
NEW YORK METHODIST HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),526329798.8,4,No,4
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",FOREST HILLS HOSPITAL,56988839.91,4,No,4
EASTERN LONG ISLAND HOSPITAL,FOREST HILLS HOSPITAL,60958852.22,4,No,4
ST JOSEPH HOSPITAL,FOREST HILLS HOSPITAL,61773054.91,4,No,4
MONTEFIORE MEDICAL CENTER,UNIVERSITY HOSPITAL ( STONY BROOK ),876991497,4,No,4
BETH ISRAEL MEDICAL CENTER,UNIVERSITY HOSPITAL ( STONY BROOK ),837657753.5,4,No,4
STATEN ISLAND UNIVERSITY HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,560895227.6,4,No,4
WINTHROP-UNIVERSITY HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,514917711.5,4,No,4
SOUTH NASSAU COMMUNITIES HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,562587484.4,4,No,4
HARLEM HOSPITAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,559728229.7,4,No,4
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,535279201.8,4,No,4
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),WOODHULL MEDICAL AND MENTAL HEALTH CENTER,545189309.8,4,No,4
BRONX-LEBANON HOSPITAL CENTER,INTERFAITH MEDICAL CENTER,151475484.2,4,No,4
"ST FRANCIS HOSPITAL, ROSLYN",ST BARNABAS HOSPITAL,309723983.5,4,No,4
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,ST BARNABAS HOSPITAL,284259219.8,4,No,4
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",66386065.67,5,No,4
NEW YORK-PRESBYTERIAN HOSPITAL,LINCOLN MEDICAL & MENTAL HEALTH CENTER,375530166.3,5,No,4
HOSPITAL FOR SPECIAL SURGERY,EASTERN LONG ISLAND HOSPITAL,21998914.63,5,No,4
MONTEFIORE MEDICAL CENTER,NORTH SHORE UNIVERSITY HOSPITAL,2390658970,5,No,4
LINCOLN MEDICAL & MENTAL HEALTH CENTER,ELMHURST HOSPITAL CENTER,827519591.9,5,No,4
STATEN ISLAND UNIVERSITY HOSPITAL,ELMHURST HOSPITAL CENTER,814571072.2,5,No,4
ST BARNABAS HOSPITAL,ELMHURST HOSPITAL CENTER,781036571.6,5,No,4
BETH ISRAEL MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",552838599.6,5,No,4
GLEN COVE HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",589874587.5,5,No,4
SOUTH NASSAU COMMUNITIES HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,519928606,5,No,4
BELLEVUE HOSPITAL CENTER,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,517074448.4,5,No,4
MERCY MEDICAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1335078533,5,No,4
ELMHURST HOSPITAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,262845190.2,5,No,4
NORTH SHORE UNIVERSITY HOSPITAL,LONG BEACH MEDICAL CENTER,42123617.24,5,No,4
LONG ISLAND JEWISH MEDICAL CENTER,LONG BEACH MEDICAL CENTER,46853779.19,5,No,4
NEW YORK METHODIST HOSPITAL,LONG BEACH MEDICAL CENTER,43404552.74,5,No,4
WINTHROP-UNIVERSITY HOSPITAL,QUEENS HOSPITAL CENTER,122432488.8,5,No,4
ST JOSEPH HOSPITAL,QUEENS HOSPITAL CENTER,118515778.4,5,No,4
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,LUTHERAN MEDICAL CENTER,319985099.1,5,No,4
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,30707928.61,5,No,4
"ST FRANCIS HOSPITAL, ROSLYN",NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,30428618.5,5,No,4
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",FRANKLIN HOSPITAL,77789090.81,5,No,4
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,FRANKLIN HOSPITAL,78793252.66,5,No,4
ST BARNABAS HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",570491880,6,No,4
MOUNT SINAI HOSPITAL,SOUTH NASSAU COMMUNITIES HOSPITAL,383280626.9,6,No,4
KINGS COUNTY HOSPITAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,387652553.2,6,No,4
HOSPITAL FOR SPECIAL SURGERY,SOUTH NASSAU COMMUNITIES HOSPITAL,374189861.7,6,No,4
NEW YORK-PRESBYTERIAN HOSPITAL,KINGS COUNTY HOSPITAL CENTER,586205088.6,6,No,4
GLEN COVE HOSPITAL,KINGS COUNTY HOSPITAL CENTER,518741234.3,6,No,4
BELLEVUE HOSPITAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,191121989,6,No,4
BETH ISRAEL MEDICAL CENTER,ST BARNABAS HOSPITAL,645586095.4,6,No,4
"ST FRANCIS HOSPITAL, ROSLYN",ST BARNABAS HOSPITAL,652145351.1,6,No,4
SOUTH NASSAU COMMUNITIES HOSPITAL,ST BARNABAS HOSPITAL,636035717,6,No,4
NEW YORK-PRESBYTERIAN HOSPITAL,BRONX-LEBANON HOSPITAL CENTER,373580181.3,7,No,4
HOSPITAL FOR SPECIAL SURGERY,BRONX-LEBANON HOSPITAL CENTER,416206162.4,7,No,4
GLEN COVE HOSPITAL,JAMAICA HOSPITAL MEDICAL CENTER,669522914.6,7,No,4
BETH ISRAEL MEDICAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,893305083.8,7,No,4
NEW YORK METHODIST HOSPITAL,WINTHROP-UNIVERSITY HOSPITAL,553873558.9,7,No,4
JAMAICA HOSPITAL MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",1594531365,7,No,4
MOUNT SINAI HOSPITAL,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,174507867.8,7,No,4
ST JOSEPH HOSPITAL,FOREST HILLS HOSPITAL,74422022.88,7,No,4
HOSPITAL FOR SPECIAL SURGERY,MOUNT SINAI HOSPITAL,2815505913,8,No,4
PECONIC BAY MEDICAL CENTER,NASSAU UNIVERSITY MEDICAL CENTER,388092652.1,8,No,4
KINGS COUNTY HOSPITAL CENTER,NEW YORK DOWNTOWN HOSPITAL,155091580.4,8,No,4
MOUNT SINAI HOSPITAL,BELLEVUE HOSPITAL CENTER,599372165.2,8,No,4
GLEN COVE HOSPITAL,BELLEVUE HOSPITAL CENTER,668439896.3,8,No,4
NEW YORK-PRESBYTERIAN HOSPITAL,KINGS COUNTY HOSPITAL CENTER,800104007.3,9,No,4
KINGS COUNTY HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,443052063.3,9,No,4
HOSPITAL FOR SPECIAL SURGERY,ST CATHERINE OF SIENA HOSPITAL,110035954.9,9,No,4
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",54449977.62,4,No,5
NORTH CENTRAL BRONX HOSPITAL,EASTERN LONG ISLAND HOSPITAL,20505669.53,4,No,5
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,LONG ISLAND COLLEGE HOSPITAL,143831314.4,4,No,5
HOSPITAL FOR SPECIAL SURGERY,GLEN COVE HOSPITAL,121161475.7,4,No,5
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,"ST FRANCIS HOSPITAL, ROSLYN",478447647.2,4,No,5
MAIMONIDES MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",506398977.9,4,No,5
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",498700186.7,4,No,5
ST BARNABAS HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",484401317.3,4,No,5
ST JOSEPH HOSPITAL,METROPOLITAN HOSPITAL CENTER,138136702.1,4,No,5
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),METROPOLITAN HOSPITAL CENTER,139218378.1,4,No,5
MOUNT SINAI HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,479833509.7,4,No,5
HUNTINGTON HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,466798025.8,4,No,5
STATEN ISLAND UNIVERSITY HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,462248408.7,4,No,5
GLEN COVE HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,448728440.2,4,No,5
CONEY ISLAND HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,446284539.9,4,No,5
UNIVERSITY HOSPITAL ( STONY BROOK ),HOSPITAL FOR SPECIAL SURGERY,453611190.2,4,No,5
KINGS COUNTY HOSPITAL CENTER,SOUTHAMPTON HOSPITAL,28718082.52,4,No,5
MONTEFIORE MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),529040229.1,4,No,5
NEW YORK-PRESBYTERIAN HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),513168021.3,4,No,5
ELMHURST HOSPITAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),532284019,4,No,5
LONG ISLAND JEWISH MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),502221234.7,4,No,5
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",FOREST HILLS HOSPITAL,58730074.85,4,No,5
NEW YORK DOWNTOWN HOSPITAL,FOREST HILLS HOSPITAL,56405333.84,4,No,5
EASTERN LONG ISLAND HOSPITAL,FOREST HILLS HOSPITAL,58745545.16,4,No,5
PECONIC BAY MEDICAL CENTER,FOREST HILLS HOSPITAL,60282766.75,4,No,5
PENINSULA HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,93225449.02,4,No,5
BRONX-LEBANON HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,83547808.03,4,No,5
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,93550804.03,4,No,5
BETH ISRAEL MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,93894159.25,4,No,5
NEW YORK METHODIST HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,80398268.92,4,No,5
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,NORTH CENTRAL BRONX HOSPITAL,91710167.81,4,No,5
LUTHERAN MEDICAL CENTER,INTERFAITH MEDICAL CENTER,142618950.1,4,No,5
NORTH SHORE UNIVERSITY HOSPITAL,ST BARNABAS HOSPITAL,285220018.2,4,No,5
LENOX HILL HOSPITAL,ST BARNABAS HOSPITAL,293993937.8,4,No,5
"ST FRANCIS HOSPITAL, ROSLYN",ST BARNABAS HOSPITAL,293265959.7,4,No,5
NYU HOSPITALS CENTER,ST BARNABAS HOSPITAL,308247608.1,4,No,5
NEW YORK METHODIST HOSPITAL,JAMAICA HOSPITAL MEDICAL CENTER,277842594.9,5,No,5
LUTHERAN MEDICAL CENTER,JAMAICA HOSPITAL MEDICAL CENTER,312393825.9,5,No,5
LENOX HILL HOSPITAL,NORTH SHORE UNIVERSITY HOSPITAL,1363935466,5,No,5
SOUTH NASSAU COMMUNITIES HOSPITAL,NORTH SHORE UNIVERSITY HOSPITAL,1414395162,5,No,5
"ST FRANCIS HOSPITAL, ROSLYN",STATEN ISLAND UNIVERSITY HOSPITAL,767178150.7,5,No,5
MAIMONIDES MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,1019275755,5,No,5
STATEN ISLAND UNIVERSITY HOSPITAL,MAIMONIDES MEDICAL CENTER,613732307.5,5,No,5
BETH ISRAEL MEDICAL CENTER,MAIMONIDES MEDICAL CENTER,632124502,5,No,5
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,MAIMONIDES MEDICAL CENTER,626216476.6,5,No,5
HOSPITAL FOR SPECIAL SURGERY,METROPOLITAN HOSPITAL CENTER,66054850.55,5,No,5
NEW YORK-PRESBYTERIAN HOSPITAL,KINGS COUNTY HOSPITAL CENTER,507383240.1,5,No,5
NORTH SHORE UNIVERSITY HOSPITAL,KINGS COUNTY HOSPITAL CENTER,511442943.4,5,No,5
HARLEM HOSPITAL CENTER,KINGS COUNTY HOSPITAL CENTER,489722504.5,5,No,5
MOUNT SINAI HOSPITAL,BELLEVUE HOSPITAL CENTER,886719296.3,5,No,5
MERCY MEDICAL CENTER,BELLEVUE HOSPITAL CENTER,864029117.6,5,No,5
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,BELLEVUE HOSPITAL CENTER,912981988.4,5,No,5
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,LONG BEACH MEDICAL CENTER,42854456.09,5,No,5
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,QUEENS HOSPITAL CENTER,185087201.6,5,No,5
WINTHROP-UNIVERSITY HOSPITAL,QUEENS HOSPITAL CENTER,198311522.4,5,No,5
BRONX-LEBANON HOSPITAL CENTER,BROOKDALE HOSPITAL MEDICAL CENTER,230931491,5,No,5
LINCOLN MEDICAL & MENTAL HEALTH CENTER,HOSPITAL FOR SPECIAL SURGERY,728507309.8,5,No,5
LONG ISLAND JEWISH MEDICAL CENTER,HOSPITAL FOR SPECIAL SURGERY,779266007.8,5,No,5
KINGS COUNTY HOSPITAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,462575672.9,5,No,5
BELLEVUE HOSPITAL CENTER,LUTHERAN MEDICAL CENTER,381957283.9,5,No,5
JAMAICA HOSPITAL MEDICAL CENTER,FRANKLIN HOSPITAL,60462020.3,5,No,5
NEW YORK DOWNTOWN HOSPITAL,FRANKLIN HOSPITAL,61593841.39,5,No,5
ST JOSEPH HOSPITAL,FRANKLIN HOSPITAL,60513124.16,5,No,5
HUNTINGTON HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,487864743.1,5,No,5
CONEY ISLAND HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,509880042.8,5,No,5
UNIVERSITY HOSPITAL ( STONY BROOK ),WOODHULL MEDICAL AND MENTAL HEALTH CENTER,507944023.1,5,No,5
PENINSULA HOSPITAL CENTER,INTERFAITH MEDICAL CENTER,78626794.22,5,No,5
MONTEFIORE MEDICAL CENTER,INTERFAITH MEDICAL CENTER,73726100.62,5,No,5
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,INTERFAITH MEDICAL CENTER,74214668.63,5,No,5
LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX-LEBANON HOSPITAL CENTER,581028777.8,6,No,5
UNIVERSITY HOSPITAL ( STONY BROOK ),BRONX-LEBANON HOSPITAL CENTER,584787252.6,6,No,5
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NASSAU UNIVERSITY MEDICAL CENTER,296493021.6,6,No,5
PECONIC BAY MEDICAL CENTER,NORTH SHORE UNIVERSITY HOSPITAL,2012219828,6,No,5
LONG ISLAND JEWISH MEDICAL CENTER,LENOX HILL HOSPITAL,661365309.4,6,No,5
NEW YORK METHODIST HOSPITAL,LENOX HILL HOSPITAL,628028227.9,6,No,5
HUNTINGTON HOSPITAL,JACOBI MEDICAL CENTER,248362112.5,6,No,5
SOUTH NASSAU COMMUNITIES HOSPITAL,JACOBI MEDICAL CENTER,278409439.3,6,No,5
NYU HOSPITALS CENTER,JACOBI MEDICAL CENTER,236609160.2,6,No,5
NEW YORK-PRESBYTERIAN HOSPITAL,ELMHURST HOSPITAL CENTER,695372490.8,6,No,5
HARLEM HOSPITAL CENTER,WINTHROP-UNIVERSITY HOSPITAL,592463854.2,6,No,5
MOUNT SINAI HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",1284173644,6,No,5
MONTEFIORE MEDICAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1051316680,6,No,5
NORTH SHORE UNIVERSITY HOSPITAL,NEW YORK METHODIST HOSPITAL,513326470.2,6,No,5
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NEW YORK METHODIST HOSPITAL,499960560.4,6,No,5
BELLEVUE HOSPITAL CENTER,NEW YORK METHODIST HOSPITAL,505350697,6,No,5
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,LUTHERAN MEDICAL CENTER,530992799,6,No,5
ST JOSEPH HOSPITAL,PLAINVIEW HOSPITAL,86330739.55,6,No,5
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NORTH CENTRAL BRONX HOSPITAL,136330456.5,6,No,5
LENOX HILL HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,136795648.2,6,No,5
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NORTH CENTRAL BRONX HOSPITAL,149923774.8,6,No,5
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,PENINSULA HOSPITAL CENTER,153055066.5,7,No,5
MOUNT SINAI HOSPITAL,ST LUKE'S ROOSEVELT HOSPITAL,1209968110,7,No,5
CONEY ISLAND HOSPITAL,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,364964558.9,7,No,5
MERCY MEDICAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,312129261.5,7,No,5
UNIVERSITY HOSPITAL ( STONY BROOK ),MONTEFIORE MEDICAL CENTER,3633749287,7,No,5
